NUM	B/D	DAY	MON	YEA	H	MN	SEC	Ci	TZ	LAT	LON
1	B	23	04	1899	05	50	40		0	48N50	2E20
2	D	31	12	1899	03	50	40	07	0	48N50	2E20
3	B	19	12	1893	21	20	40		0	48N50	2E20
4	D	04	01	1900	04	50	40	03	0	48N50	2E20
5	B	24	04	1872	06	50	40		0	48N50	2E20
6	D	18	01	1900	21	50	40	06	0	48N50	2E20
7	B	15	01	1900	15	20	40		0	48N50	2E20
8	D	19	01	1900	0	50	40	17	0	48N50	2E20
9	B	01	09	1898	07	20	40		0	48N50	2E20
10	D	27	01	1900	22	50	40	08	0	48N50	2E20
11	B	03	07	1860	22	50	40		0	48N50	2E20
12	D	30	01	1900	02	50	40	02	0	48N50	2E20
13	B	24	01	1900	21	50	40		0	48N50	2E20
14	D	30	01	1900	21	50	40	02	0	48N50	2E20
15	B	25	01	1900	0	50	40		0	48N50	2E20
16	D	02	02	1900	18	50	40	02	0	48N50	2E20
17	B	24	12	1899	21	50	40		0	48N50	2E20
18	D	06	02	1900	18	50	40	01	0	48N50	2E20
19	B	03	09	1899	12	20	40		0	48N50	2E20
20	D	08	02	1900	13	50	40	07	0	48N50	2E20
21	B	23	07	1898	03	50	40		0	48N50	2E20
22	D	14	02	1900	22	50	40	06	0	48N50	2E20
23	B	16	08	1899	0	50	40		0	48N50	2E20
24	D	19	02	1900	05	20	40	01	0	48N50	2E20
25	B	23	10	1861	03	20	40		0	48N50	2E20
26	D	20	02	1900	02	50	40	04	0	48N50	2E20
27	B	07	07	1899	22	20	40		0	48N50	2E20
28	D	24	02	1900	06	50	40	08	0	48N50	2E20
29	B	16	01	1899	01	50	40		0	48N50	2E20
30	D	28	02	1900	01	50	40	02	0	48N50	2E20
31	B	13	10	1899	11	50	40		0	48N50	2E20
32	D	01	03	1900	09	50	40	10	0	48N50	2E20
33	B	08	01	1900	20	50	40		0	48N50	2E20
34	D	03	03	1900	12	50	40	06	0	48N50	2E20
35	B	01	08	1891	04	50	40		0	48N50	2E20
36	D	10	03	1900	07	50	40	08	0	48N50	2E20
37	B	18	09	1898	08	50	40		0	48N50	2E20
38	D	11	03	1900	03	50	40	01	0	48N50	2E20
39	B	18	02	1900	22	20	40		0	48N50	2E20
40	D	18	03	1900	03	50	40	05	0	48N50	2E20
41	B	15	09	1898	23	20	40		0	48N50	2E20
42	D	18	03	1900	19	50	40	05	0	48N50	2E20
43	B	27	08	1897	23	20	40		0	48N50	2E20
44	D	22	03	1900	10	20	40	07	0	48N50	2E20
45	B	28	11	1890	07	50	40		0	48N50	2E20
46	D	29	03	1900	0	50	40	06	0	48N50	2E20
47	B	17	06	1899	13	50	40		0	48N50	2E20
48	D	31	03	1900	0	50	40	06	0	48N50	2E20
49	B	28	03	1900	07	20	40		0	48N50	2E20
50	D	01	04	1900	11	20	40	04	0	48N50	2E20
51	B	25	08	1899	21	50	40		0	48N50	2E20
52	D	06	04	1900	09	50	40	04	0	48N50	2E20
53	B	23	09	1897	13	50	40		0	48N50	2E20
54	D	26	04	1900	12	50	40	04	0	48N50	2E20
55	B	27	10	1896	0	50	40		0	48N50	2E20
56	D	28	04	1900	01	20	40	02	0	48N50	2E20
57	B	03	06	1861	07	50	40		0	48N50	2E20
58	D	30	04	1900	18	50	40	09	0	48N50	2E20
59	B	12	11	1899	20	20	40		0	48N50	2E20
60	D	04	05	1900	19	20	40	05	0	48N50	2E20
61	B	23	08	1899	03	50	40		0	48N50	2E20
62	D	09	05	1900	18	50	40	00	0	48N50	2E20
63	B	20	04	1900	03	50	40		0	48N50	2E20
64	D	18	05	1900	08	50	40	07	0	48N50	2E20
65	B	03	01	1897	04	50	40		0	48N50	2E20
66	D	24	05	1900	03	20	40	02	0	48N50	2E20
67	B	10	04	1898	07	50	40		0	48N50	2E20
68	D	24	05	1900	11	20	40	02	0	48N50	2E20
69	B	26	05	1899	05	50	40		0	48N50	2E20
70	D	08	06	1900	13	20	40	04	0	48N50	2E20
71	B	04	12	1899	20	20	40		0	48N50	2E20
72	D	04	07	1900	08	50	40	02	0	48N50	2E20
73	B	03	03	1897	14	50	40		0	48N50	2E20
74	D	05	07	1900	16	50	40	03	0	48N50	2E20
75	B	15	06	1900	11	20	40		0	48N50	2E20
76	D	09	07	1900	11	50	40	01	0	48N50	2E20
77	B	27	01	1900	23	20	40		0	48N50	2E20
78	D	12	07	1900	0	50	40	02	0	48N50	2E20
79	B	18	09	1899	19	50	40		0	48N50	2E20
80	D	17	07	1900	16	50	40	04	0	48N50	2E20
81	B	13	02	1898	17	50	40		0	48N50	2E20
82	D	17	07	1900	19	50	40	04	0	48N50	2E20
83	B	05	10	1877	10	50	40		0	48N50	2E20
84	D	18	07	1900	03	50	40	03	0	48N50	2E20
85	B	13	08	1898	13	20	40		0	48N50	2E20
86	D	19	07	1900	07	20	40	04	0	48N50	2E20
87	B	05	11	1899	0	50	40		0	48N50	2E20
88	D	21	07	1900	06	20	40	04	0	48N50	2E20
89	B	13	03	1900	07	20	40		0	48N50	2E20
90	D	21	07	1900	13	50	40	04	0	48N50	2E20
91	B	14	11	1875	10	50	40		0	48N50	2E20
92	D	24	07	1900	07	50	40	08	0	48N50	2E20
93	B	02	06	1890	07	50	40		0	48N50	2E20
94	D	25	07	1900	14	50	40	07	0	48N50	2E20
95	B	30	03	1900	17	20	40		0	48N50	2E20
96	D	25	07	1900	23	55	40	04	0	48N50	2E20
97	B	31	03	1899	20	20	40		0	48N50	2E20
98	D	26	07	1900	0	50	40	04	0	48N50	2E20
99	B	01	07	1900	09	35	40		0	48N50	2E20
100	D	27	07	1900	21	50	40	03	0	48N50	2E20
101	B	05	05	1900	05	50	40		0	48N50	2E20
102	D	29	07	1900	17	50	40	03	0	48N50	2E20
103	B	02	05	1899	09	20	40		0	48N50	2E20
104	D	31	07	1900	0	50	40	03	0	48N50	2E20
105	B	16	03	1899	0	05	40		0	48N50	2E20
106	D	01	08	1900	21	50	40	09	0	48N50	2E20
107	B	10	07	1900	04	20	40		0	48N50	2E20
108	D	04	08	1900	05	50	40	01	0	48N50	2E20
109	B	01	06	1884	10	50	40		0	48N50	2E20
110	D	05	08	1900	0	50	40	00	0	48N50	2E20
111	B	06	03	1900	08	50	40		0	48N50	2E20
112	D	06	08	1900	17	20	40	01	0	48N50	2E20
113	B	26	06	1900	16	20	40		0	48N50	2E20
114	D	09	08	1900	03	50	40	02	0	48N50	2E20
115	B	01	04	1899	03	50	40		0	48N50	2E20
116	D	10	08	1900	20	20	40	00	0	48N50	2E20
117	B	25	01	1899	08	50	40		0	48N50	2E20
118	D	11	08	1900	20	50	40	03	0	48N50	2E20
119	B	26	05	1899	03	50	40		0	48N50	2E20
120	D	12	08	1900	22	50	40	03	0	48N50	2E20
121	B	21	12	1898	12	50	40		0	48N50	2E20
122	D	14	08	1900	11	50	40	04	0	48N50	2E20
123	B	06	08	1900	03	50	40		0	48N50	2E20
124	D	17	08	1900	22	50	40	03	0	48N50	2E20
125	B	23	12	1895	10	20	40		0	48N50	2E20
126	D	24	08	1900	10	50	40	01	0	48N50	2E20
127	B	09	08	1900	15	05	40		0	48N50	2E20
128	D	27	08	1900	13	50	40	09	0	48N50	2E20
129	B	22	06	1900	13	50	40		0	48N50	2E20
130	D	31	08	1900	12	50	40	02	0	48N50	2E20
131	B	09	08	1900	14	50	40		0	48N50	2E20
132	D	02	09	1900	08	50	40	02	0	48N50	2E20
133	B	13	08	1900	15	20	40		0	48N50	2E20
134	D	03	09	1900	06	50	40	05	0	48N50	2E20
135	B	12	03	1900	11	20	40		0	48N50	2E20
136	D	11	09	1900	01	50	40	02	0	48N50	2E20
137	B	06	07	1900	22	50	40		0	48N50	2E20
138	D	12	09	1900	16	50	40	02	0	48N50	2E20
139	B	10	09	1896	02	50	40		0	48N50	2E20
140	D	23	09	1900	10	50	40	07	0	48N50	2E20
141	B	13	05	1877	03	50	40		0	48N50	2E20
142	D	25	09	1900	16	50	40	02	0	48N50	2E20
143	B	20	02	1900	12	50	40		0	48N50	2E20
144	D	06	10	1900	03	50	40	01	0	48N50	2E20
145	B	22	08	1900	03	50	40		0	48N50	2E20
146	D	06	10	1900	04	20	40	01	0	48N50	2E20
147	B	11	09	1900	03	50	40		0	48N50	2E20
148	D	08	10	1900	22	50	40	04	0	48N50	2E20
149	B	15	07	1899	05	50	40		0	48N50	2E20
150	D	13	10	1900	13	50	40	02	0	48N50	2E20
151	B	11	08	1900	04	20	40		0	48N50	2E20
152	D	14	10	1900	21	50	40	03	0	48N50	2E20
153	B	06	10	1900	09	50	40		0	48N50	2E20
154	D	21	10	1900	15	50	40	05	0	48N50	2E20
155	B	25	04	1898	06	50	40		0	48N50	2E20
156	D	22	10	1900	16	50	40	02	0	48N50	2E20
157	B	10	08	1900	11	50	40		0	48N50	2E20
158	D	24	10	1900	08	50	40	03	0	48N50	2E20
159	B	20	08	1900	17	50	40		0	48N50	2E20
160	D	27	10	1900	20	50	40	08	0	48N50	2E20
161	B	08	01	1900	07	20	40		0	48N50	2E20
162	D	28	10	1900	20	50	40	04	0	48N50	2E20
163	B	01	10	1900	03	20	40		0	48N50	2E20
164	D	29	10	1900	04	50	40	02	0	48N50	2E20
165	B	18	10	1900	04	50	40		0	48N50	2E20
166	D	30	10	1900	02	50	40	06	0	48N50	2E20
167	B	15	01	1900	09	50	40		0	48N50	2E20
168	D	01	11	1900	0	50	40	08	0	48N50	2E20
169	B	08	11	1900	22	20	40		0	48N50	2E20
170	D	15	11	1900	04	50	40	03	0	48N50	2E20
171	B	21	04	1900	07	50	40		0	48N50	2E20
172	D	15	11	1900	09	50	40	03	0	48N50	2E20
173	B	10	09	1897	16	50	40		0	48N50	2E20
174	D	23	11	1900	13	05	40	05	0	48N50	2E20
175	B	08	12	1900	16	50	40		0	48N50	2E20
176	D	11	12	1900	10	50	40	04	0	48N50	2E20
177	B	15	07	1900	01	50	40		0	48N50	2E20
178	D	14	12	1900	23	05	40	05	0	48N50	2E20
179	B	10	12	1900	06	50	40		0	48N50	2E20
180	D	16	12	1900	05	50	40	02	0	48N50	2E20
181	B	24	04	1892	09	50	40		0	48N50	2E20
182	D	25	12	1900	16	50	40	03	0	48N50	2E20
183	B	22	06	1900	02	50	40		0	48N50	2E20
184	D	29	12	1900	22	50	40	04	0	48N50	2E20
185	B	26	06	1895	17	50	40		0	48N50	2E20
186	D	06	01	1901	05	20	40	06	0	48N50	2E20
187	B	14	11	1900	14	50	40		0	48N50	2E20
188	D	06	01	1901	06	50	40	06	0	48N50	2E20
189	B	12	08	1900	01	50	40		0	48N50	2E20
190	D	07	01	1901	10	50	40	05	0	48N50	2E20
191	B	04	03	1900	19	50	40		0	48N50	2E20
192	D	11	01	1901	22	50	40	03	0	48N50	2E20
193	B	18	07	1897	03	20	40		0	48N50	2E20
194	D	12	01	1901	11	50	40	01	0	48N50	2E20
195	B	25	10	1883	07	50	40		0	48N50	2E20
196	D	18	01	1901	18	50	40	02	0	48N50	2E20
197	B	12	06	1898	21	50	40		0	48N50	2E20
198	D	23	01	1901	09	50	40	13	0	48N50	2E20
199	B	29	01	1899	13	50	40		0	48N50	2E20
200	D	27	01	1901	0	50	40	06	0	48N50	2E20
201	B	19	08	1898	10	50	40		0	48N50	2E20
202	D	06	02	1901	01	50	40	06	0	48N50	2E20
203	B	21	10	1900	19	50	40		0	48N50	2E20
204	D	06	02	1901	12	50	40	06	0	48N50	2E20
205	B	14	12	1900	0	0	40		0	48N50	2E20
206	D	09	02	1901	08	50	40	02	0	48N50	2E20
207	B	30	12	1899	18	50	40		0	48N50	2E20
208	D	10	02	1901	19	50	40	01	0	48N50	2E20
209	B	15	05	1900	06	50	40		0	48N50	2E20
210	D	11	02	1901	13	50	40	00	0	48N50	2E20
211	B	11	11	1900	19	35	40		0	48N50	2E20
212	D	24	02	1901	03	50	40	04	0	48N50	2E20
213	B	04	03	1900	19	35	40		0	48N50	2E20
214	D	26	02	1901	21	50	40	01	0	48N50	2E20
215	B	02	02	1900	22	20	40		0	48N50	2E20
216	D	27	02	1901	08	50	40	00	0	48N50	2E20
217	B	22	11	1857	05	50	40		0	48N50	2E20
218	D	28	02	1901	06	50	40	01	0	48N50	2E20
219	B	22	02	1901	22	50	40		0	48N50	2E20
220	D	07	03	1901	14	50	40	02	0	48N50	2E20
221	B	10	12	1900	06	20	40		0	48N50	2E20
222	D	08	03	1901	07	50	40	02	0	48N50	2E20
223	B	19	08	1899	17	50	40		0	48N50	2E20
224	D	11	03	1901	08	50	40	05	0	48N50	2E20
225	B	29	12	1899	02	50	40		0	48N50	2E20
226	D	16	03	1901	13	20	40	01	0	48N50	2E20
227	B	22	02	1901	04	50	40		0	48N50	2E20
228	D	19	03	1901	10	50	40	08	0	48N50	2E20
229	B	15	03	1901	11	50	40		0	48N50	2E20
230	D	21	03	1901	22	50	40	06	0	48N50	2E20
231	B	25	03	1901	06	50	40		0	48N50	2E20
232	D	28	03	1901	16	50	40	01	0	48N50	2E20
235	B	26	04	1900	08	50	40		0	48N50	2E20
236	D	29	03	1901	13	50	40	09	0	48N50	2E20
237	B	22	06	1900	10	05	40		0	48N50	2E20
238	D	01	04	1901	14	50	40	08	0	48N50	2E20
239	B	04	03	1900	06	30	40		0	48N50	2E20
240	D	24	04	1901	12	50	40	05	0	48N50	2E20
241	B	05	09	1900	13	50	40		0	48N50	2E20
242	D	26	04	1901	16	50	40	03	0	48N50	2E20
243	B	08	08	1900	11	50	40		0	48N50	2E20
244	D	28	04	1901	11	50	40	06	0	48N50	2E20
245	B	23	10	1900	08	20	40		0	48N50	2E20
246	D	01	05	1901	10	20	40	05	0	48N50	2E20
247	B	27	08	1898	01	20	40		0	48N50	2E20
248	D	08	05	1901	02	50	40	03	0	48N50	2E20
249	B	10	03	1901	18	30	40		0	48N50	2E20
250	D	15	05	1901	05	50	40	05	0	48N50	2E20
251	B	29	09	1898	12	50	40		0	48N50	2E20
252	D	24	05	1901	16	50	40	09	0	48N50	2E20
253	B	09	10	1900	08	05	40		0	48N50	2E20
254	D	25	05	1901	17	20	40	06	0	48N50	2E20
255	B	21	08	1853	02	50	40		0	48N50	2E20
256	D	03	06	1901	01	20	40	02	0	48N50	2E20
257	B	02	09	1893	0	50	40		0	48N50	2E20
258	D	17	06	1901	09	50	40	04	0	48N50	2E20
259	B	21	05	1895	22	25	40		0	48N50	2E20
260	D	19	06	1901	17	50	40	06	0	48N50	2E20
261	B	11	04	1892	01	50	40		0	48N50	2E20
262	D	20	06	1901	03	50	40	06	0	48N50	2E20
263	B	06	04	1901	16	50	40		0	48N50	2E20
264	D	27	06	1901	02	20	40	01	0	48N50	2E20
265	B	24	05	1894	11	20	40		0	48N50	2E20
266	D	28	06	1901	16	05	40	02	0	48N50	2E20
267	B	16	07	1874	01	20	40		0	48N50	2E20
268	D	30	06	1901	14	20	40	07	0	48N50	2E20
269	B	03	10	1900	19	50	40		0	48N50	2E20
270	D	04	07	1901	01	50	40	06	0	48N50	2E20
271	B	05	10	1900	18	50	40		0	48N50	2E20
272	D	08	07	1901	06	50	40	04	0	48N50	2E20
273	B	29	06	1901	15	20	40		0	48N50	2E20
274	D	11	07	1901	02	50	40	08	0	48N50	2E20
275	B	08	12	1900	16	50	40		0	48N50	2E20
276	D	24	07	1901	01	50	40	02	0	48N50	2E20
277	B	23	09	1896	08	50	40		0	48N50	2E20
278	D	02	08	1901	05	20	40	04	0	48N50	2E20
279	B	15	08	1900	06	50	40		0	48N50	2E20
280	D	04	08	1901	05	50	40	06	0	48N50	2E20
281	B	28	12	1900	12	50	40		0	48N50	2E20
282	D	05	08	1901	10	20	40	05	0	48N50	2E20
283	B	04	05	1900	15	50	40		0	48N50	2E20
284	D	08	08	1901	0	50	40	06	0	48N50	2E20
285	B	27	04	1901	21	50	40		0	48N50	2E20
286	D	13	08	1901	04	50	40	01	0	48N50	2E20
287	B	01	08	1901	15	50	40		0	48N50	2E20
288	D	13	08	1901	04	50	40	01	0	48N50	2E20
289	B	08	02	1901	14	50	40		0	48N50	2E20
290	D	13	08	1901	11	50	40	01	0	48N50	2E20
291	B	08	04	1901	03	50	40		0	48N50	2E20
292	D	15	08	1901	22	50	40	14	0	48N50	2E20
293	B	20	07	1901	17	50	40		0	48N50	2E20
294	D	20	08	1901	06	05	40	07	0	48N50	2E20
295	B	04	12	1899	18	50	40		0	48N50	2E20
296	D	21	08	1901	02	50	40	05	0	48N50	2E20
297	B	08	08	1900	16	50	40		0	48N50	2E20
298	D	08	09	1901	04	50	40	01	0	48N50	2E20
299	B	30	01	1900	0	50	40		0	48N50	2E20
300	D	09	09	1901	01	50	40	04	0	48N50	2E20
301	B	31	07	1901	11	20	40		0	48N50	2E20
302	D	17	09	1901	05	50	40	08	0	48N50	2E20
303	B	15	01	1901	02	20	40		0	48N50	2E20
304	D	24	09	1901	0	50	40	05	0	48N50	2E20
305	B	26	02	1899	15	20	40		0	48N50	2E20
306	D	20	10	1901	05	35	40	03	0	48N50	2E20
307	B	16	11	1900	01	20	40		0	48N50	2E20
308	D	23	10	1901	15	50	40	01	0	48N50	2E20
309	B	06	09	1901	14	20	40		0	48N50	2E20
310	D	27	10	1901	18	50	40	01	0	48N50	2E20
311	B	01	12	1900	19	50	40		0	48N50	2E20
312	D	29	10	1901	01	20	40	02	0	48N50	2E20
313	B	06	11	1901	03	20	40		0	48N50	2E20
314	D	10	11	1901	03	50	40	03	0	48N50	2E20
315	B	29	07	1897	15	10	40		0	48N50	2E20
316	D	10	11	1901	14	50	40	03	0	48N50	2E20
317	B	04	10	1900	17	50	40		0	48N50	2E20
318	D	17	11	1901	03	50	40	02	0	48N50	2E20
319	B	26	02	1901	18	50	40		0	48N50	2E20
320	D	19	11	1901	06	20	40	10	0	48N50	2E20
321	B	18	07	1901	23	20	40		0	48N50	2E20
322	D	23	11	1901	21	50	40	01	0	48N50	2E20
323	B	20	06	1901	01	50	40		0	48N50	2E20
324	D	27	11	1901	12	50	40	02	0	48N50	2E20
325	B	12	10	1901	08	50	40		0	48N50	2E20
326	D	27	11	1901	20	50	40	02	0	48N50	2E20
327	B	01	12	1901	16	20	40		0	48N50	2E20
328	D	11	12	1901	10	50	40	02	0	48N50	2E20
329	B	16	10	1901	06	50	40		0	48N50	2E20
330	D	18	12	1901	02	50	40	01	0	48N50	2E20
331	B	19	05	1901	10	20	40		0	48N50	2E20
332	D	29	12	1901	15	20	40	06	0	48N50	2E20
333	B	18	08	1899	13	50	40		0	48N50	2E20
334	D	14	01	1902	02	50	40	01	0	48N50	2E20
335	B	22	05	1869	04	50	40		0	48N50	2E20
336	D	14	01	1902	04	20	40	01	0	48N50	2E20
337	B	07	07	1886	02	50	40		0	48N50	2E20
338	D	29	01	1902	17	50	40	04	0	48N50	2E20
339	B	30	07	1865	09	50	40		0	48N50	2E20
340	D	30	01	1902	01	50	40	02	0	48N50	2E20
341	B	18	01	1902	05	50	40		0	48N50	2E20
342	D	02	02	1902	17	50	40	03	0	48N50	2E20
343	B	16	01	1901	07	50	40		0	48N50	2E20
344	D	15	02	1902	07	50	40	02	0	48N50	2E20
345	B	24	06	1901	06	20	40		0	48N50	2E20
346	D	15	02	1902	18	20	40	02	0	48N50	2E20
347	B	14	01	1901	13	20	40		0	48N50	2E20
348	D	19	02	1902	03	20	40	02	0	48N50	2E20
349	B	03	08	1901	19	50	40		0	48N50	2E20
350	D	21	02	1902	03	50	40	09	0	48N50	2E20
351	B	12	07	1899	22	50	40		0	48N50	2E20
352	D	21	02	1902	05	20	40	09	0	48N50	2E20
353	B	12	07	1880	12	50	40		0	48N50	2E20
354	D	22	02	1902	03	50	40	03	0	48N50	2E20
355	B	23	09	1901	0	50	40		0	48N50	2E20
356	D	26	02	1902	21	50	40	06	0	48N50	2E20
357	B	30	04	1900	08	50	40		0	48N50	2E20
358	D	28	02	1902	14	50	40	01	0	48N50	2E20
359	B	03	08	1897	01	50	40		0	48N50	2E20
360	D	09	03	1902	03	50	40	02	0	48N50	2E20
361	B	05	03	1902	08	20	40		0	48N50	2E20
362	D	11	03	1902	09	50	40	10	0	48N50	2E20
363	B	08	06	1900	10	50	40		0	48N50	2E20
364	D	16	03	1902	05	50	40	03	0	48N50	2E20
365	B	05	03	1902	21	50	40		0	48N50	2E20
366	D	19	03	1902	11	20	40	00	0	48N50	2E20
367	B	30	10	1900	05	20	40		0	48N50	2E20
368	D	20	03	1902	13	20	40	01	0	48N50	2E20
369	B	31	10	1901	18	50	40		0	48N50	2E20
370	D	22	03	1902	21	50	40	03	0	48N50	2E20
371	B	27	09	1900	09	50	40		0	48N50	2E20
372	D	25	03	1902	10	50	40	10	0	48N50	2E20
373	B	22	01	1901	14	20	40		0	48N50	2E20
374	D	31	03	1902	20	20	40	02	0	48N50	2E20
375	B	19	05	1901	06	50	40		0	48N50	2E20
376	D	01	04	1902	01	50	40	05	0	48N50	2E20
377	B	07	02	1902	10	50	40		0	48N50	2E20
378	D	01	04	1902	08	20	40	05	0	48N50	2E20
379	B	06	04	1864	04	50	40		0	48N50	2E20
380	D	03	04	1902	18	20	40	07	0	48N50	2E20
381	B	28	01	1892	08	50	40		0	48N50	2E20
382	D	09	04	1902	01	20	40	06	0	48N50	2E20
383	B	24	02	1901	10	35	40		0	48N50	2E20
384	D	12	04	1902	01	50	40	05	0	48N50	2E20
385	B	29	12	1898	21	50	40		0	48N50	2E20
386	D	14	04	1902	12	05	40	03	0	48N50	2E20
387	B	03	03	1900	08	20	40		0	48N50	2E20
388	D	27	04	1902	20	20	40	01	0	48N50	2E20
389	B	23	01	1902	04	50	40		0	48N50	2E20
390	D	02	05	1902	02	50	40	02	0	48N50	2E20
391	B	15	10	1898	07	50	40		0	48N50	2E20
392	D	02	05	1902	20	50	40	02	0	48N50	2E20
393	B	01	11	1901	03	50	40		0	48N50	2E20
394	D	06	05	1902	0	50	40	02	0	48N50	2E20
395	B	05	04	1902	23	50	40		0	48N50	2E20
396	D	17	05	1902	08	50	40	04	0	48N50	2E20
397	B	29	02	1876	23	20	40		0	48N50	2E20
398	D	19	05	1902	06	40	40	05	0	48N50	2E20
399	B	24	10	1901	0	50	40		0	48N50	2E20
400	D	01	06	1902	16	20	40	05	0	48N50	2E20
401	B	28	07	1871	12	50	40		0	48N50	2E20
402	D	02	06	1902	18	50	40	01	0	48N50	2E20
403	B	24	08	1901	17	50	40		0	48N50	2E20
404	D	04	06	1902	17	50	40	04	0	48N50	2E20
405	B	08	04	1850	09	50	40		0	48N50	2E20
406	D	11	06	1902	06	35	40	05	0	48N50	2E20
407	B	21	12	1901	21	50	40		0	48N50	2E20
408	D	18	06	1902	19	50	40	04	0	48N50	2E20
409	B	20	08	1898	12	50	40		0	48N50	2E20
410	D	19	06	1902	06	50	40	02	0	48N50	2E20
411	B	17	06	1896	18	20	40		0	48N50	2E20
412	D	07	07	1902	15	50	40	03	0	48N50	2E20
413	B	06	10	1895	13	50	40		0	48N50	2E20
414	D	08	07	1902	01	50	40	09	0	48N50	2E20
415	B	22	08	1869	09	50	40		0	48N50	2E20
416	D	13	07	1902	14	50	40	03	0	48N50	2E20
417	B	30	06	1902	07	50	40		0	48N50	2E20
418	D	16	07	1902	17	20	40	05	0	48N50	2E20
419	B	02	10	1901	19	20	40		0	48N50	2E20
420	D	21	07	1902	21	20	40	01	0	48N50	2E20
421	B	07	07	1902	22	20	40		0	48N50	2E20
422	D	23	07	1902	10	50	40	06	0	48N50	2E20
423	B	09	12	1901	09	50	40		0	48N50	2E20
424	D	24	07	1902	07	50	40	14	0	48N50	2E20
425	B	13	02	1902	22	50	40		0	48N50	2E20
426	D	05	08	1902	01	50	40	01	0	48N50	2E20
427	B	23	06	1902	18	50	40		0	48N50	2E20
428	D	05	08	1902	01	50	40	01	0	48N50	2E20
429	B	20	01	1852	23	35	40		0	48N50	2E20
430	D	06	08	1902	14	50	40	02	0	48N50	2E20
431	B	02	03	1902	05	20	40		0	48N50	2E20
432	D	15	08	1902	0	05	40	02	0	48N50	2E20
433	B	17	10	1900	01	05	40		0	48N50	2E20
434	D	15	08	1902	10	50	40	02	0	48N50	2E20
435	B	09	12	1901	11	20	40		0	48N50	2E20
436	D	17	08	1902	14	20	40	05	0	48N50	2E20
437	B	23	07	1902	02	20	40		0	48N50	2E20
438	D	21	08	1902	21	50	40	15	0	48N50	2E20
439	B	09	04	1902	17	50	40		0	48N50	2E20
440	D	23	08	1902	17	50	40	05	0	48N50	2E20
441	B	26	05	1901	06	50	40		0	48N50	2E20
442	D	23	08	1902	18	20	40	05	0	48N50	2E20
443	B	24	07	1902	04	50	40		0	48N50	2E20
444	D	24	08	1902	11	50	40	05	0	48N50	2E20
445	B	30	04	1902	02	50	40		0	48N50	2E20
446	D	06	09	1902	13	20	40	04	0	48N50	2E20
447	B	26	04	1902	14	20	40		0	48N50	2E20
448	D	10	09	1902	11	50	40	03	0	48N50	2E20
449	B	20	07	1902	10	50	40		0	48N50	2E20
450	D	14	09	1902	06	50	40	01	0	48N50	2E20
451	B	21	07	1901	02	20	40		0	48N50	2E20
452	D	14	09	1902	08	20	40	01	0	48N50	2E20
453	B	29	05	1901	01	20	40		0	48N50	2E20
454	D	15	09	1902	07	20	40	06	0	48N50	2E20
455	B	07	01	1902	19	50	40		0	48N50	2E20
456	D	20	09	1902	04	50	40	11	0	48N50	2E20
457	B	09	04	1902	10	50	40		0	48N50	2E20
458	D	25	09	1902	02	20	40	02	0	48N50	2E20
459	B	06	05	1896	07	50	40		0	48N50	2E20
460	D	23	09	1902	04	50	40	05	0	48N50	2E20
461	B	03	02	1902	22	20	40		0	48N50	2E20
462	D	01	10	1902	17	20	40	04	0	48N50	2E20
463	B	21	09	1902	04	50	40		0	48N50	2E20
464	D	02	10	1902	06	50	40	02	0	48N50	2E20
465	B	14	03	1902	14	20	40		0	48N50	2E20
466	D	05	10	1902	07	20	40	04	0	48N50	2E20
467	B	20	09	1901	18	50	40		0	48N50	2E20
468	D	14	10	1902	17	50	40	02	0	48N50	2E20
469	B	08	10	1902	17	05	40		0	48N50	2E20
470	D	17	10	1902	12	50	40	04	0	48N50	2E20
471	B	17	12	1897	06	50	40		0	48N50	2E20
472	D	31	10	1902	15	50	40	15	0	48N50	2E20
473	B	06	07	1884	11	50	40		0	48N50	2E20
474	D	03	12	1902	03	50	40	03	0	48N50	2E20
475	B	10	12	1902	03	20	40		0	48N50	2E20
476	D	12	12	1902	10	20	40	06	0	48N50	2E20
477	B	10	12	1902	02	50	40		0	48N50	2E20
478	D	12	12	1902	22	50	40	06	0	48N50	2E20
479	B	27	10	1902	03	50	40		0	48N50	2E20
480	D	23	12	1902	11	50	40	12	0	48N50	2E20
481	B	03	05	1901	0	50	40		0	48N50	2E20
482	D	11	01	1903	08	50	40	04	0	48N50	2E20
483	B	30	11	1902	08	50	40		0	48N50	2E20
484	D	13	01	1903	05	20	40	04	0	48N50	2E20
485	B	17	01	1903	04	50	40		0	48N50	2E20
486	D	22	01	1903	0	20	40	02	0	48N50	2E20
487	B	09	01	1903	0	05	40		0	48N50	2E20
488	D	26	01	1903	11	50	40	12	0	48N50	2E20
489	B	12	01	1903	07	50	40		0	48N50	2E20
490	D	26	01	1903	18	50	40	12	0	48N50	2E20
491	B	21	02	1868	11	50	40		0	48N50	2E20
492	D	27	01	1903	21	20	40	10	0	48N50	2E20
493	B	28	04	1902	07	50	40		0	48N50	2E20
494	D	29	01	1903	02	50	40	01	0	48N50	2E20
495	B	27	01	1903	09	50	40		0	48N50	2E20
496	D	29	01	1903	21	50	40	01	0	48N50	2E20
497	B	15	05	1881	02	50	40		0	48N50	2E20
498	D	31	01	1903	23	20	40	02	0	48N50	2E20
499	B	25	01	1897	21	50	40		0	48N50	2E20
500	D	02	02	1903	22	20	40	01	0	48N50	2E20
