PRO	NUM	COU	DAY	MON	YEA	H	MN	SEC	TZ	LAT	LON	COD	CITY
PT	1679	I	24	9	1883	11	10	4	-1	44N24	12E15	RA	RAVENNA
PT	1680	I	20	8	1874	15	10	4	-1	45N30	9E15	MI	MILANO
PT	1681	I	5	8	1873	18	10	4	-1	41N54	12E30	RM	ROMA
PT	1682	I	26	12	1893	15	5	0	-1	39N 0	17E30	CZ	VALLELONGA
PT	1683	I	31	5	1873	1	10	4	-1	46N 0	13E30	UD	SACILE
PT	1684	I	11	12	1879	6	15	4	-1	44N24	7E15	CN	BENE VAGIENNA
PT	1685	I	14	10	1891	23	14	4	-1	40N54	14E 0	NA	POZZUOLI
PT	1686	I	12	2	1915	2	45	0	-1	41N54	12E30	RM	ROMA
PT	1687	I	18	9	1905	11	30	0	-1	45N24	11E 0	VR	VERONA
PT	1688	I	4	6	1895	9	0	0	-1	44N30	11E 0	BO	MORDANO
PT	1689	I	11	8	1882	12	10	4	-1	41N36	13E15	FR	FILETTINO
PT	1690	I	19	8	1893	8	10	4	-1	41N36	15E30	FG	FOGGIA
PT	1691	I	10	9	1887	11	10	4	-1	43N42	10E30	PI	PONTEDERA
PT	1692	I	10	1	1918	20	0	0	-1	40N30	17E30	TA	TARANTO
PT	1693	I	26	9	1914	21	0	0	-1	45N24	12E15	PD	PADOVA
PT	1694	I	31	10	1896	5	30	0	-1	41N54	12E30	RM	ROMA
PT	1695	I	16	6	1887	9	10	4	-1	39N 0	17E30	CZ	CATANZARO
PT	1696	I	9	10	1884	22	10	4	-1	45N30	9E 0	NO	NOVARA
PT	1697	I	3	11	1886	17	10	4	-1	45N30	9E15	MI	MILANO
PT	1698	I	11	1	1892	15	40	4	-1	40N36	16E45	MT	TRICARICO
PT	1699	I	2	9	1890	19	10	4	-1	40N54	14E 0	NA	NAPOLI
PT	1700	I	20	8	1902	3	0	0	-1	46N 0	12E 0	TN	OSSANA
PT	1701	I	16	5	1903	1	0	0	-1	38N 0	13E30	PA	PALERMO
PT	1702	I	16	2	1894	11	0	0	-1	40N54	14E 0	NA	NOLA
PT	1703	I	29	4	1908	20	0	0	-1	40N30	17E30	TA	TARANTO
PT	1704	I	1	1	1896	6	30	0	-1	38N 0	13E30	PA	TERMINI-IMERES
PT	1705	I	18	5	1896	14	3	0	-1	40N54	14E 0	NA	GRAGNANO
PT	1706	I	16	8	1901	5	0	0	-1	37N30	14E15	EN	REGALBUTO
PT	1707	I	22	5	1902	21	0	0	-1	45N30	9E15	MI	MILANO
PT	1708	I	15	3	1900	15	0	0	-1	45N 0	9E 0	AL	FUBINE MONFERRA
PT	1709	I	13	11	1909	20	0	0	-1	44N24	9E 0	GE	GENOVA
PT	1710	I	28	3	1896	1	45	0	-1	37N 0	14E45	RG	RAGUSA
PT	1711	I	10	2	1898	11	0	0	-1	45N48	9E 0	VA	BUSTO ARSIZIO
PT	1712	I	26	6	1899	13	0	0	-1	43N24	13E15	MC	APIRO
PT	1713	I	10	12	1901	23	30	0	-1	40N18	10E 0	NU	NUORO
PT	1714	I	18	2	1901	7	30	0	-1	45N30	9E15	MI	LODI
PT	1715	I	20	7	1894	8	30	0	-1	45N30	9E 0	NO	BORGOMANERO
PT	1716	I	1	2	1878	8	25	4	-1	37N30	15E 0	CT	CATANIA
PT	1717	I	30	10	1869	16	10	4	-1	44N30	11E 0	BO	BARICELLA
PT	1718	I	23	11	1897	11	0	0	-1	45N30	9E15	MI	MILANO
PT	1719	I	20	10	1892	13	25	4	-1	40N36	16E45	MT	MIGLIONICO
PT	1720	I	12	5	1906	5	30	0	-1	45N48	9E15	CO	COMO
PT	1721	I	20	4	1910	22	0	0	-1	45N 0	9E 0	AL	ALESSANDRIA
PT	1722	I	29	1	1907	15	10	0	-1	44N 0	10E15	SP	LA SPEZIA
PT	1723	I	25	11	1900	23	15	0	-1	38N 0	15E30	ME	MESSINA
PT	1724	I	13	6	1922	17	25	0	-1	45N30	12E 0	VI	VALDAGNO
PT	1725	I	29	9	1904	20	30	0	-1	45N 0	8E 0	TO	PINEROLO
PT	1726	I	27	8	1889	10	40	4	-1	40N18	10E 0	NU	SILANUS
PT	1727	I	15	9	1905	14	0	0	-1	38N 0	12E30	TP	CASTELLAMMARE D
PT	1728	I	4	3	1904	5	15	0	-1	41N54	12E30	RM	ROMA
PT	1729	I	21	8	1913	8	0	0	-1	39N 0	17E30	CZ	NICASTRO
PT	1730	I	1	7	1900	9	0	0	-1	45N30	9E15	MI	MILANO
PT	1731	I	16	10	1884	16	25	4	-1	45N24	12E15	PD	POZZONOVO
PT	1732	I	17	2	1887	21	10	4	-1	45N 0	12E15	RO	ROVIGO
PT	1733	I	15	12	1911	7	0	0	-1	42N30	13E 0	TR	MONTEFRANCO
PT	1734	I	19	10	1874	22	10	4	-1	44N48	10E45	PR	PARMA
PT	1735	I	17	2	1909	21	0	0	-1	43N42	11E30	FI	FIRENZE
PT	1736	I	4	5	1906	14	30	0	-1	42N24	12E 0	VT	CIVITA CASTELLA
PT	1737	I	28	10	1872	9	10	4	-1	43N36	9E30	LI	LIVORNO
PT	1738	I	27	9	1894	11	30	0	-1	43N42	13E45	AN	CHIARAVALLI
PT	1739	I	30	7	1902	9	15	0	-1	45N30	9E15	MI	MILANO
PT	1740	I	6	2	1920	4	15	0	-1	45N24	8E30	VC	TOLLEGNO
PT	1741	I	17	7	1905	6	15	0	-1	41N36	14E45	CB	CAMPOBASSO
PT	1742	I	23	9	1916	8	0	0	-1	40N24	18E45	LE	MAGLIE
PT	1743	I	27	12	1891	1	15	4	-1	39N18	16E30	CS	CORIGLIANO CALA
PT	1744	I	3	2	1908	1	0	0	-1	45N30	9E 0	NO	NOVARA
PT	1745	I	29	7	1883	14	10	4	-1	44N12	12E30	FO	PREDAPPIO
PT	1746	I	22	5	1902	4	30	0	-1	44N24	12E15	RA	RAVENNA
PT	1747	I	30	6	1906	8	0	0	-1	44N36	11E15	MO	FINALE EMILIA
PT	1748	I	1	10	1922	10	30	0	-1	43N42	11E30	FI	FIRENZE
PT	1749	I	19	5	1888	17	10	4	-1	41N54	12E30	RM	ROMA
PT	1750	I	17	6	1905	17	12	0	-1	45N 0	8E 0	TO	AVIGLIANA
PT	1751	I	8	2	1891	7	10	4	-1	44N24	12E15	RA	FAENZA
PT	1752	I	19	7	1868	13	10	4	-1	40N30	15E45	PZ	MELFI
PT	1753	I	21	1	1885	15	25	4	-1	41N 0	15E 0	AV	LAURO
PT	1754	I	18	5	1860	13	6	0	-1	38N 0	13E30	PA	PALERMO
PT	1755	I	1	1	1899	1	0	0	-1	42N42	11E30	GR	GAVOZZANO
