PRO	NUM	COU	DAY	MON	YEA	H	MN	SEC	TZ	LAT	LON	COD	CITY
M	2408	F	28	6	1868	22	35	52	0	47N15	6E 2	25	BESANCON
M	2409	F	1	1	1849	21	25	0	0	41N55	8E45	20	AJACCIO
M	2410	F	11	5	1829	0	35	12	0	48N42	6E12	54	LONGWY
M	2411	F	4	4	1834	3	54	16	0	44N27	1E26	46	VAYRAC
M	2412	F	28	4	1839	14	40	40	0	43N57	4E50	84	BEDARRIDES
M	2413	F	15	8	1835	6	40	24	0	44N56	4E54	26	VALENCE
M	2414	F	2	2	1835	12	40	24	0	44N56	4E54	26	VALENCE
M	2415	F	25	8	1839	16	40	40	0	45N46	4E50	69	LYON
M	2416	F	19	12	1844	8	50	4	0	48N47	2E29	94	MONTROUGE
M	2417	F	24	11	1827	0	47	40	0	50N39	3E 5	59	BAILLEUL
M	2418	F	13	6	1847	16	40	40	0	45N46	4E50	69	GIVORS
M	2419	F	29	5	1830	15	2	0	0	43N54	0W30	40	DAX
M	2420	F	20	5	1838	13	50	48	0	49N54	2E18	80	NESLE
M	2421	F	29	1	1846	17	40	40	0	43N57	4E50	84	THOR
M	2422	F	7	7	1844	0	54	40	0	44N 1	1E20	82	MONTAUBAN
M	2423	F	3	5	1862	17	10	40	0	45N46	4E50	69	LYON
M	2424	F	20	3	1856	20	25	16	0	49N 1	1E11	27	GAILLON
M	2425	F	22	1	1801	22	50	40	0	48N50	2E20	75	PARIS
M	2426	F	26	2	1819	8	34	8	0	48N10	6E28	88	POITIERS
M	2427	F	19	6	1864	15	47	40	0	50N39	3E 5	59	DOUAI
M	2428	F	5	1	1863	9	6	40	0	48N 7	1W40	35	STMARTINLEBEAU
M	2429	F	4	12	1862	2	31	28	0	43N18	0W22	64	BAYONNE
M	2430	F	27	10	1843	11	18	56	0	50N18	2E46	62	HESDIN
M	2431	F	25	5	1870	21	47	40	0	50N39	3E 5	59	DOUAI
M	2432	F	16	1	1846	1	47	40	0	50N39	3E 5	59	RAIMBEAUCOURT
M	2433	F	1	2	1843	18	40	40	0	43N57	4E50	84	ANSOUIS
M	2434	F	16	2	1836	18	50	36	0	43N12	2E21	11	NARBONNE
